1 Nguyễn Văn Linh, Bình Hiên, Hải Châu, Đà Nẵng ,16.0608725,108.2227493
16 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.068285,108.2202401
17 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0700728,108.2205348
18 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.068252,108.220163
19 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0699338,108.2204602
20 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.068228,108.2202136
21 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0698128,108.2206307
22 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0680852,108.2202109
23 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0698414,108.2204818
24 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.068072,108.2201412
25 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0696904,108.2206822
26 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0680728,108.2201264
27 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0696388,108.220525
28 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0680632,108.2201628
29 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.069133,108.220412
30 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.06801,108.2201207
31 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0696356,108.2205242
32 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.067952,108.2201118
33 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0695009,108.220507
34 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0678925,108.2201707
35 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0694054,108.2206191
36 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0678384,108.2200498
37 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0681279,108.2203836
38 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0677964,108.2201032
39 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0680461,108.2203789
40 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0677583,108.220098
41 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.068014,108.220326
42 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.067642,108.220094
43 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.067967,108.220321
44 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0676747,108.2201771
45 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0679325,108.2203424
46 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0676429,108.22016
47 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0681201,108.2203873
48 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0675254,108.2200283
49 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.06793,108.2203575
51 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0677938,108.2203522
52 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0673716,108.2201319
53 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0677829,108.2203379
54 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0672646,108.219982
55 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0677706,108.22034
56 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0671362,108.2199356
57 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0677439,108.2203332
58 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0671853,108.2201568
59 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.067595,108.220276
60 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.067069,108.22004
61 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.067549,108.220271
62 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0670462,108.2200755
63 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0675202,108.2202963
64 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0671362,108.2199356
65 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0674142,108.2203128
66 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0670628,108.2201134
67 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.067314,108.220281
68 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0670037,108.2199356
69 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0672409,108.2203081
70 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.066887,108.2200899
71 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0671939,108.2204106
72 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0668312,108.2201018
73 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0670861,108.2202063
74 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0665809,108.2200975
75 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0670045,108.2202469
76 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0666506,108.2201278
77 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0670003,108.2202464
78 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0666402,108.2200385
79 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0669961,108.220246
80 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0665745,108.2200852
81 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0670151,108.2202873
82 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0665429,108.22008
83 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0669843,108.2202787
84 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.066466,108.2200092
85 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0669267,108.2202687
86 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0663781,108.2200432
87 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0669299,108.2202649
88 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0663698,108.2199982
89 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0668749,108.2202321
90 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.066358,108.219987
91 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0668194,108.2203263
92 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0657273,108.2198893
93 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0667443,108.2202776
94 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0655526,108.2198939
95 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0665338,108.22026
96 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0653761,108.2199299
97 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0661692,108.2203723
98 Phan Châu Trinh, Hải Châu 1, Q. Hải Châu, Đà Nẵng ,16.066353,108.22008
99 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0659827,108.2202806
100 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0650992,108.2198777
101 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.065983,108.2201869
102 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0650539,108.219933
103 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0659074,108.2200859
104 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064934,108.219806
105 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0659074,108.2200859
106 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.064876,108.219799
107 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0657792,108.2203063
108 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0648625,108.2196798
109 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0657793,108.2201896
110 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.06475,108.219789
111 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.065777,108.220102
112 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0649047,108.219704
113 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0657124,108.2200634
114 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064626,108.219781
115 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0656728,108.2202173
116 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064565,108.219777
117 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0656099,108.2201218
118 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0645067,108.2198851
119 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0655585,108.2201789
120 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0644746,108.2198761
121 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0655335,108.2201609
122 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0644633,108.2198405
123 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0654411,108.2201386
124 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064317,108.219761
125 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0652407,108.2200238
126 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0642383,108.2197503
127 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.06503,108.220006
128 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0640171,108.2196767
129 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0650435,108.220088
130 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0639826,108.2197351
131 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0650141,108.2200844
132 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0639478,108.2197952
133 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0649381,108.2201107
134 Phan Châu Trinh, Phước Ninh, Đà Nẵng, ,16.0639665,108.2197333
135 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0648663,108.2200742
136 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0639247,108.219727
137 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0647981,108.219992
138 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0638979,108.2198113
139 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0647845,108.2200661
140 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0638772,108.219881
141 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0647788,108.2200766
142 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.063535,108.219715
143 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.064553,108.219963
144 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.063481,108.219712
145 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0646662,108.2200591
146 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0634764,108.2197693
147 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0646783,108.2200738
148 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0634355,108.2197675
149 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0645981,108.2200481
150 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0633901,108.2197091
151 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0645968,108.2200571
152 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.063267,108.219699
153 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0644749,108.2200747
154 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0632363,108.2196511
155 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0642731,108.2200378
156 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.063516,108.219765
157 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0641351,108.2199155
158 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0631667,108.2196345
159 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.063908,108.2199683
160 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.062857,108.219696
161 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.063739,108.219914
162 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.06297,108.2197308
164 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.062903,108.2197201
165 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0632094,108.2198684
166 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0625814,108.2197021
167 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0637267,108.2199667
168 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0623379,108.2196461
169 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0636369,108.2200281
170 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0622154,108.2196702
171 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0635953,108.2199475
172 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0622088,108.2196675
173 Phan Châu Trinh, Hải Châu 1, Hải Châu, Đà Nẵng ,16.0710457,108.2205427
174 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0621285,108.2196446
175 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0635265,108.2199289
176 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0620848,108.2196338
177 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0634192,108.2199336
178 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0620202,108.2196367
179 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.063335,108.219982
180 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0619561,108.2195768
181 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0632251,108.2198664
182 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0617843,108.2196172
183 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0632483,108.2198264
184 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0615523,108.2196182
185 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0631623,108.2199043
186 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0615601,108.2195143
187 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0625613,108.2198605
188 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0614656,108.2195637
189 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0624601,108.2198893
190 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.061416,108.2195573
191 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.062563,108.219846
192 Phan Châu Trinh, Nam Dương, Hải Châu, Đà Nẵng ,16.0612546,108.2191595
193 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0622967,108.2198203
194 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0612026,108.2193414
195 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0624049,108.219836
196 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0611779,108.2193375
197a Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0620534,108.219704
198 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0611532,108.2193335
199 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0621027,108.2197935
200 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0611284,108.2193296
201 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0620347,108.2198314
202 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0611038,108.2193256
203 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0620061,108.2198008
204 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0610791,108.2193217
205 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0624074,108.2198352
206 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.061035,108.21945
207 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0618108,108.2198766
208 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0609685,108.2195579
209 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0618659,108.219786
210 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0609308,108.2195498
211 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.061793,108.219776
212 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0608931,108.2195418
213 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.061486,108.2197289
214 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0608553,108.2195337
215 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0613449,108.2196178
216 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0608176,108.2195257
217 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0613107,108.2196124
218 Phan Châu Trinh, Nam Dương, Hải Châu, Đà Nẵng ,16.0607019,108.2191932
219 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0612765,108.2196069
220 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0604634,108.2193823
221 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0612422,108.2196015
222 Phan Châu Trinh, Nam Dương, Hải Châu, Đà Nẵng ,16.0606211,108.2192219
223 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.061208,108.219596
224 Phan Châu Trinh, Nam Dương, Hải Châu, Đà Nẵng ,16.0606147,108.2192708
225 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0611738,108.2195906
226 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0602438,108.219334
227 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0611396,108.2195851
228 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0601434,108.2193275
229 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0611054,108.2195797
230 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0601433,108.2193169
231 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0610712,108.2195742
232 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0600746,108.2193089
233 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0610369,108.2195688
234 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0600011,108.219248
235 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0610027,108.2195633
236 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0599332,108.2192804
237 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0609685,108.2195579
238 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0597573,108.2192519
239 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0609685,108.2195579
240 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0597085,108.2192408
241 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0609383,108.2195515
242 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0596714,108.2192438
243 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0609081,108.219545
244 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0596759,108.2193285
245 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.060375,108.219518
246 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0595552,108.2191718
247 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0603739,108.2195305
248 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0595656,108.2192158
249 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0608176,108.2195257
250 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0594597,108.2192059
251 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0604604,108.2195936
252 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0593694,108.2191178
253 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0603821,108.2194841
254 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0594597,108.2191766
255 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.060387,108.2195292
256 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.059437,108.219158
257 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0601918,108.219517
258 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.059389,108.219149
259 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0601192,108.2194251
260 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0590551,108.2190669
261 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.060045,108.2194047
262 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0589884,108.2191018
263 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0600348,108.2194839
264 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0589815,108.2191027
265 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0598996,108.219507
266 Phan Châu Trinh, Bình Hiên, Hải Châu, Đà Nẵng ,16.0588917,108.2190838
267 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0598637,108.2194542
268 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0588889,108.219112
269 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0600951,108.2195364
270 Phan Châu Trinh, Phước Ninh, Q. Hải Châu, Đà Nẵng ,16.0591009,108.219097
271 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0597976,108.2194789
272 Phan Châu Trinh, Bình Hiên, Hải Châu, Đà Nẵng ,16.0587275,108.218962
273 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.0597422,108.2194179
274 Phan Châu Trinh, Bình Hiên, Hải Châu, Đà Nẵng ,16.0586459,108.2190386
275 Phan Châu Trinh, Phước Ninh, Hải Châu, Đà Nẵng ,16.05968,108.2194205
